price,market_hash_name,volume
0.393,SG 553 | Danger Close (Factory New),16
0.209,SG 553 | Danger Close (Field-Tested),236
0.25,SG 553 | Danger Close (Minimal Wear),25
0.115,SG 553 | Danger Close (Well-Worn),237
0.349,SG 553 | Darkwing (Battle-Scarred),85
1.88,SG 553 | Darkwing (Factory New),28
0.34,SG 553 | Darkwing (Field-Tested),61
0.66,SG 553 | Darkwing (Minimal Wear),32
0.325,SG 553 | Darkwing (Well-Worn),144
21.3,SG 553 | Desert Blossom (Factory New),6
19.261,SG 553 | Desert Blossom (Field-Tested),1
17.02,SG 553 | Desert Blossom (Minimal Wear),7
0.447,SG 553 | Dragon Tech (Battle-Scarred),27
1.926,SG 553 | Dragon Tech (Factory New),30
0.49,SG 553 | Dragon Tech (Field-Tested),84
0.928,SG 553 | Dragon Tech (Minimal Wear),19
0.673,SG 553 | Dragon Tech (Well-Worn),17
1.854,SG 553 | Fallout Warning (Battle-Scarred),17
3.116,SG 553 | Fallout Warning (Factory New),5
1.894,SG 553 | Fallout Warning (Field-Tested),50
2.025,SG 553 | Fallout Warning (Minimal Wear),12
3.46,SG 553 | Fallout Warning (Well-Worn),1
29.184,SG 553 | Gator Mesh (Battle-Scarred),1
15.397,SG 553 | Gator Mesh (Field-Tested),5
17.725,SG 553 | Gator Mesh (Minimal Wear),15
30.226,SG 553 | Gator Mesh (Well-Worn),1
307.302,SG 553 | Hazard Pay (Battle-Scarred),1
210.375,SG 553 | Hazard Pay (Factory New),2
230.477,SG 553 | Hazard Pay (Well-Worn),2
0.146,SG 553 | Heavy Metal (Battle-Scarred),205
0.799,SG 553 | Heavy Metal (Factory New),7
0.16,SG 553 | Heavy Metal (Field-Tested),19
0.313,SG 553 | Heavy Metal (Minimal Wear),28
0.126,SG 553 | Heavy Metal (Well-Worn),254
44.267,SG 553 | Hypnotic (Factory New),20
50.036,SG 553 | Hypnotic (Minimal Wear),1
3.478,SG 553 | Integrale (Battle-Scarred),210
79.57,SG 553 | Integrale (Factory New),14
8.888,SG 553 | Integrale (Field-Tested),43
25.854,SG 553 | Integrale (Minimal Wear),16
4.248,SG 553 | Integrale (Well-Worn),44
0.582,SG 553 | Lush Ruins (Battle-Scarred),12
0.959,SG 553 | Lush Ruins (Factory New),17
0.499,SG 553 | Lush Ruins (Field-Tested),19
0.489,SG 553 | Lush Ruins (Minimal Wear),123
4.57,SG 553 | Lush Ruins (Well-Worn),2
0.06,SG 553 | Ol' Rusty (Battle-Scarred),75
0.203,SG 553 | Ol' Rusty (Factory New),41
0.052,SG 553 | Ol' Rusty (Field-Tested),347
0.086,SG 553 | Ol' Rusty (Minimal Wear),367
0.065,SG 553 | Ol' Rusty (Well-Worn),135
0.39,SG 553 | Phantom (Battle-Scarred),14
1.44,SG 553 | Phantom (Factory New),25
0.4,SG 553 | Phantom (Field-Tested),37
0.71,SG 553 | Phantom (Minimal Wear),29
0.457,SG 553 | Phantom (Well-Worn),26
3.059,SG 553 | Pulse (Battle-Scarred),54
3.088,SG 553 | Pulse (Field-Tested),38
5.154,SG 553 | Pulse (Minimal Wear),21
3.119,SG 553 | Pulse (Well-Worn),25
0.834,SG 553 | Tiger Moth (Battle-Scarred),12
2.449,SG 553 | Tiger Moth (Factory New),28
0.8,SG 553 | Tiger Moth (Field-Tested),40
1.699,SG 553 | Tiger Moth (Minimal Wear),78
0.889,SG 553 | Tiger Moth (Well-Worn),9
11.991,SG 553 | Tornado (Battle-Scarred),3
59.8,SG 553 | Tornado (Factory New),1
9.459,SG 553 | Tornado (Field-Tested),12
24.711,SG 553 | Tornado (Minimal Wear),2
12.622,SG 553 | Tornado (Well-Worn),9
13.13,SG 553 | Traveler (Battle-Scarred),8
25.55,SG 553 | Traveler (Factory New),4
10.458,SG 553 | Traveler (Field-Tested),8
12.516,SG 553 | Traveler (Minimal Wear),6
10.8,SG 553 | Traveler (Well-Worn),5
0.35,SG 553 | Triarch (Battle-Scarred),14
2.596,SG 553 | Triarch (Factory New),6
0.37,SG 553 | Triarch (Field-Tested),36
0.878,SG 553 | Triarch (Minimal Wear),12
0.394,SG 553 | Triarch (Well-Worn),10
25.26,SG 553 | Ultraviolet (Battle-Scarred),7
38.791,SG 553 | Ultraviolet (Factory New),14
24.45,SG 553 | Ultraviolet (Field-Tested),20
25.662,SG 553 | Ultraviolet (Minimal Wear),20
30.0,SG 553 | Ultraviolet (Well-Worn),3
17.176,SG 553 | Wave Spray (Factory New),2
8.964,SG 553 | Wave Spray (Field-Tested),9
15.63,SG 553 | Wave Spray (Minimal Wear),1
13.086,SG 553 | Wave Spray (Well-Worn),2
0.009,SG 553 | Waves Perforated (Battle-Scarred),133
0.007,SG 553 | Waves Perforated (Field-Tested),363
0.013,SG 553 | Waves Perforated (Minimal Wear),10
0.01,SG 553 | Waves Perforated (Well-Worn),56
0.799,Shadow Case,490
14.399,Shadow Case Key,18
3.23,Shattered Web Case,350
64.777,Sir Bloody Darryl Royale | The Professionals,57
98.479,Sir Bloody Loudmouth Darryl | The Professionals,33
128.914,Sir Bloody Miami Darryl | The Professionals,27
42.5,Sir Bloody Silent Darryl | The Professionals,72
51.089,Sir Bloody Skullhead Darryl | The Professionals,47
0.899,Skill Groups Capsule,80
0.886,Slid3 Capsule,79
8.128,Slingshot | Phoenix,132
0.16,Snakebite Case,2020
5.647,Soldier | Phoenix,143
9.801,Sous-Lieutenant Medic | Gendarmerie Nationale,12
28.547,Souvenir AK-47 | Black Laminate (Battle-Scarred),7
27.291,Souvenir AK-47 | Black Laminate (Field-Tested),14
56.632,Souvenir AK-47 | Black Laminate (Minimal Wear),4
30.1,Souvenir AK-47 | Black Laminate (Well-Worn),2
1589.998,Souvenir AK-47 | Gold Arabesque (Battle-Scarred),7
4848.23,Souvenir AK-47 | Gold Arabesque (Factory New),1
2020.0,Souvenir AK-47 | Gold Arabesque (Field-Tested),3
3999.0,Souvenir AK-47 | Gold Arabesque (Minimal Wear),1
1841.0,Souvenir AK-47 | Gold Arabesque (Well-Worn),2
21.059,Souvenir AK-47 | Green Laminate (Factory New),20
10.757,Souvenir AK-47 | Green Laminate (Field-Tested),124
17.708,Souvenir AK-47 | Green Laminate (Minimal Wear),10
26.065,Souvenir AK-47 | Green Laminate (Well-Worn),1
106.072,Souvenir AK-47 | Panthera onca (Battle-Scarred),7
165.17,Souvenir AK-47 | Panthera onca (Field-Tested),3
208.68,Souvenir AK-47 | Panthera onca (Minimal Wear),7
107.0,Souvenir AK-47 | Panthera onca (Well-Worn),17
10.8,Souvenir AK-47 | Safari Mesh (Battle-Scarred),6
300.0,Souvenir AK-47 | Safari Mesh (Factory New),1
9.145,Souvenir AK-47 | Safari Mesh (Field-Tested),19
18.247,Souvenir AK-47 | Safari Mesh (Minimal Wear),12
10.114,Souvenir AK-47 | Safari Mesh (Well-Worn),4
14.483,Souvenir AK-47 | Safety Net (Battle-Scarred),5
52.111,Souvenir AK-47 | Safety Net (Factory New),13
13.7,Souvenir AK-47 | Safety Net (Field-Tested),14
24.642,Souvenir AK-47 | Safety Net (Minimal Wear),7
500.0,Souvenir AK-47 | Safety Net (Well-Worn),12
6.41,Souvenir AK-47 | Steel Delta (Battle-Scarred),2
15.206,Souvenir AK-47 | Steel Delta (Factory New),8
6.375,Souvenir AK-47 | Steel Delta (Field-Tested),21
6.42,Souvenir AK-47 | Steel Delta (Minimal Wear),18
9.15,Souvenir AUG | Carved Jade (Factory New),10
3.162,Souvenir AUG | Carved Jade (Field-Tested),30
4.507,Souvenir AUG | Carved Jade (Minimal Wear),16
0.24,Souvenir AUG | Colony (Battle-Scarred),5
15.02,Souvenir AUG | Colony (Factory New),1
0.278,Souvenir AUG | Colony (Field-Tested),23
0.81,Souvenir AUG | Colony (Minimal Wear),10
0.319,Sticker | Coiled Strike,299
2.075,Souvenir AUG | Colony (Well-Worn),5
156.385,Souvenir AUG | Condemned (Battle-Scarred),1
38.56,Souvenir AUG | Condemned (Field-Tested),3
156.395,Souvenir AUG | Condemned (Minimal Wear),1
510.889,Souvenir AUG | Condemned (Well-Worn),1
14.586,Souvenir AUG | Contractor (Battle-Scarred),2
10.385,Souvenir AUG | Contractor (Field-Tested),7
25.024,Souvenir AUG | Contractor (Minimal Wear),2
17.595,Souvenir AUG | Contractor (Well-Worn),4
2.065,Souvenir AUG | Radiation Hazard (Battle-Scarred),2
9.327,Souvenir AUG | Radiation Hazard (Factory New),6
1.799,Souvenir AUG | Radiation Hazard (Field-Tested),14
3.57,Souvenir AUG | Radiation Hazard (Minimal Wear),23
1.799,Souvenir AUG | Radiation Hazard (Well-Worn),11
8.4,Souvenir AUG | Random Access (Battle-Scarred),1
6.279,Souvenir AUG | Random Access (Factory New),8
2.451,Souvenir AUG | Random Access (Field-Tested),29
2.92,Souvenir AUG | Random Access (Minimal Wear),6
6.381,Souvenir AUG | Random Access (Well-Worn),8
2.919,Souvenir AUG | Sand Storm (Battle-Scarred),4
5.777,Souvenir AUG | Sand Storm (Factory New),14
2.363,Souvenir AUG | Sand Storm (Field-Tested),12
3.336,Souvenir AUG | Sand Storm (Minimal Wear),11
2.795,Souvenir AUG | Sand Storm (Well-Worn),11
0.084,Souvenir AUG | Snake Pit (Battle-Scarred),78
0.239,Souvenir AUG | Snake Pit (Factory New),41
0.049,Souvenir AUG | Snake Pit (Field-Tested),8
0.079,Souvenir AUG | Snake Pit (Minimal Wear),9
0.136,Souvenir AUG | Snake Pit (Well-Worn),37
0.491,Souvenir AUG | Spalted Wood (Battle-Scarred),2
0.1,Souvenir AUG | Spalted Wood (Factory New),13
0.193,Souvenir AUG | Spalted Wood (Field-Tested),34
0.08,Souvenir AUG | Spalted Wood (Minimal Wear),26
0.07,Souvenir AUG | Spalted Wood (Well-Worn),12
31.279,Souvenir AUG | Storm (Battle-Scarred),1
100.0,Souvenir AUG | Storm (Field-Tested),1
0.206,Souvenir AUG | Sweeper (Battle-Scarred),42
0.14,Souvenir AUG | Sweeper (Factory New),20
0.026,Souvenir AUG | Sweeper (Field-Tested),88
0.06,Souvenir AUG | Sweeper (Minimal Wear),3
0.177,Souvenir AUG | Sweeper (Well-Worn),31
6.549,Souvenir AWP | Acheron (Battle-Scarred),11
34.776,Souvenir AWP | Acheron (Factory New),10
5.687,Souvenir AWP | Acheron (Field-Tested),34
9.883,Souvenir AWP | Acheron (Minimal Wear),16
9.995,Souvenir AWP | Acheron (Well-Worn),10
8.122,Souvenir AWP | Black Nile (Battle-Scarred),14
31.97,Souvenir AWP | Black Nile (Factory New),3
7.64,Souvenir AWP | Black Nile (Field-Tested),45
10.793,Souvenir AWP | Black Nile (Minimal Wear),9
15.0,Souvenir AWP | Black Nile (Well-Worn),3
1315.0,Souvenir AWP | Desert Hydra (Battle-Scarred),4
3417.152,Souvenir AWP | Desert Hydra (Factory New),2
1672.956,Souvenir AWP | Desert Hydra (Field-Tested),4
2563.47,Souvenir AWP | Desert Hydra (Minimal Wear),1
1494.366,Souvenir AWP | Desert Hydra (Well-Worn),9
17.743,Souvenir AWP | Pink DDPAT (Battle-Scarred),17
17.46,Souvenir AWP | Pink DDPAT (Field-Tested),21
49.942,Souvenir AWP | Pink DDPAT (Minimal Wear),11
18.084,Souvenir AWP | Pink DDPAT (Well-Worn),6
1042.631,Souvenir AWP | Safari Mesh (Well-Worn),1
114.763,Souvenir CZ75-Auto | Chalice (Factory New),4
0.042,Souvenir CZ75-Auto | Framework (Battle-Scarred),16
0.15,Souvenir CZ75-Auto | Framework (Factory New),16
0.04,Souvenir CZ75-Auto | Framework (Field-Tested),5
0.261,Souvenir CZ75-Auto | Framework (Minimal Wear),1
0.13,Souvenir CZ75-Auto | Framework (Well-Worn),11
0.407,Souvenir CZ75-Auto | Midnight Palm (Battle-Scarred),1
0.036,Souvenir CZ75-Auto | Midnight Palm (Factory New),32
0.047,Souvenir CZ75-Auto | Midnight Palm (Field-Tested),26
0.044,Souvenir CZ75-Auto | Midnight Palm (Minimal Wear),18
0.12,Souvenir CZ75-Auto | Midnight Palm (Well-Worn),7
1.043,Souvenir CZ75-Auto | Nitro (Battle-Scarred),7
19.8,Souvenir CZ75-Auto | Nitro (Factory New),2
0.573,Souvenir CZ75-Auto | Nitro (Field-Tested),11
2.701,Souvenir CZ75-Auto | Nitro (Minimal Wear),9
1.866,Souvenir CZ75-Auto | Nitro (Well-Worn),3
0.15,Souvenir CZ75-Auto | Silver (Factory New),80
0.394,Souvenir CZ75-Auto | Silver (Minimal Wear),10
129.474,Souvenir Desert Eagle | Fennec Fox (Battle-Scarred),4
424.425,Souvenir Desert Eagle | Fennec Fox (Factory New),8
198.087,Souvenir Desert Eagle | Fennec Fox (Field-Tested),3
253.959,Souvenir Desert Eagle | Fennec Fox (Minimal Wear),3
167.65,Souvenir Desert Eagle | Fennec Fox (Well-Worn),4
1042.631,Souvenir Desert Eagle | Hand Cannon (Battle-Scarred),1
1000.0,Souvenir Desert Eagle | Hand Cannon (Factory New),1
275.647,Souvenir Desert Eagle | Hand Cannon (Field-Tested),3
361.17,Souvenir Desert Eagle | Hand Cannon (Minimal Wear),1
206.0,Souvenir Desert Eagle | Mudder (Field-Tested),1
322.0,Souvenir Desert Eagle | Mudder (Minimal Wear),1
0.589,Souvenir Desert Eagle | Urban DDPAT (Battle-Scarred),14
15.411,Souvenir Desert Eagle | Urban DDPAT (Factory New),4
0.539,Souvenir Desert Eagle | Urban DDPAT (Field-Tested),56
2.055,Souvenir Desert Eagle | Urban DDPAT (Minimal Wear),9
1.09,Souvenir Desert Eagle | Urban DDPAT (Well-Worn),5
21.02,Souvenir Desert Eagle | Urban Rubble (Battle-Scarred),2
25.26,Souvenir Desert Eagle | Urban Rubble (Factory New),1
10.323,Souvenir Desert Eagle | Urban Rubble (Field-Tested),2
12.6,Souvenir Desert Eagle | Urban Rubble (Minimal Wear),4
9.799,Souvenir Dual Berettas | Anodized Navy (Factory New),11
21.885,Souvenir Dual Berettas | Anodized Navy (Minimal Wear),1
2.096,Souvenir Dual Berettas | Briar (Factory New),15
1.3,Souvenir Dual Berettas | Briar (Field-Tested),6
1.273,Souvenir Dual Berettas | Briar (Minimal Wear),4
1.448,Souvenir Dual Berettas | Colony (Battle-Scarred),6
23.856,Souvenir Dual Berettas | Colony (Factory New),1
0.47,Souvenir Dual Berettas | Colony (Field-Tested),8
1.705,Souvenir Dual Berettas | Colony (Minimal Wear),3
0.87,Souvenir Dual Berettas | Colony (Well-Worn),4
9.384,Souvenir Dual Berettas | Contractor (Battle-Scarred),7
7.612,Souvenir Dual Berettas | Contractor (Field-Tested),7
12.512,Souvenir Dual Berettas | Contractor (Minimal Wear),4
12.732,Souvenir Dual Berettas | Contractor (Well-Worn),4
10.532,Souvenir Dual Berettas | Demolition (Battle-Scarred),5
16.963,Souvenir Dual Berettas | Demolition (Field-Tested),8
8.863,Souvenir Dual Berettas | Demolition (Well-Worn),13
0.06,Souvenir Dual Berettas | Drift Wood (Battle-Scarred),5
0.16,Souvenir Dual Berettas | Drift Wood (Factory New),46
0.039,Souvenir Dual Berettas | Drift Wood (Field-Tested),29
0.069,Souvenir Dual Berettas | Drift Wood (Minimal Wear),26
0.044,Souvenir Dual Berettas | Drift Wood (Well-Worn),14
0.07,Souvenir Dual Berettas | Oil Change (Battle-Scarred),5
0.067,Souvenir Dual Berettas | Oil Change (Factory New),17
0.03,Souvenir Dual Berettas | Oil Change (Field-Tested),5
0.06,Souvenir Dual Berettas | Oil Change (Minimal Wear),3
0.24,Souvenir Dual Berettas | Oil Change (Well-Worn),4
93.8,Souvenir Dual Berettas | Stained (Battle-Scarred),2
83.38,Souvenir Dual Berettas | Stained (Field-Tested),2
72.985,Souvenir Dual Berettas | Stained (Well-Worn),2
13.893,Souvenir Dual Berettas | Twin Turbo (Battle-Scarred),8
19.09,Souvenir Dual Berettas | Twin Turbo (Field-Tested),4
46.919,Souvenir Dual Berettas | Twin Turbo (Minimal Wear),3
14.337,Souvenir Dual Berettas | Twin Turbo (Well-Worn),8
0.06,Souvenir FAMAS | CaliCamo (Battle-Scarred),3
0.089,Souvenir FAMAS | CaliCamo (Factory New),62
0.04,Souvenir FAMAS | CaliCamo (Field-Tested),87
0.113,Souvenir FAMAS | CaliCamo (Minimal Wear),52
0.239,Souvenir FAMAS | CaliCamo (Well-Worn),5
18.643,Souvenir FAMAS | Colony (Battle-Scarred),4
7.82,Souvenir FAMAS | Colony (Field-Tested),6
9.374,Souvenir FAMAS | Colony (Well-Worn),1
36.388,Souvenir FAMAS | Cyanospatter (Field-Tested),5
100.0,Souvenir FAMAS | Cyanospatter (Minimal Wear),1
96.965,Souvenir FAMAS | Cyanospatter (Well-Worn),1
0.739,Souvenir FAMAS | Dark Water (Field-Tested),15
1.169,Souvenir FAMAS | Dark Water (Minimal Wear),19
0.287,Souvenir FAMAS | Faulty Wiring (Battle-Scarred),6
0.169,Souvenir FAMAS | Faulty Wiring (Factory New),28
0.09,Souvenir FAMAS | Faulty Wiring (Field-Tested),5
0.106,Souvenir FAMAS | Faulty Wiring (Minimal Wear),26
0.1,Souvenir FAMAS | Faulty Wiring (Well-Worn),3
10.31,Souvenir FAMAS | Styx (Battle-Scarred),10
67.02,Souvenir FAMAS | Styx (Factory New),4
9.896,Souvenir FAMAS | Styx (Field-Tested),14
21.003,Souvenir FAMAS | Styx (Minimal Wear),12
21.896,Souvenir FAMAS | Styx (Well-Worn),2
156.395,Souvenir FAMAS | Teardown (Field-Tested),1
33.982,Souvenir FAMAS | Waters of Nephthys (Battle-Scarred),6
39.413,Souvenir FAMAS | Waters of Nephthys (Field-Tested),6
42.727,Souvenir FAMAS | Waters of Nephthys (Well-Worn),3
0.32,Souvenir Five-SeveN | Contractor (Battle-Scarred),8
14.465,Souvenir Five-SeveN | Contractor (Factory New),6
0.32,Souvenir Five-SeveN | Contractor (Field-Tested),31
1.51,Souvenir Five-SeveN | Contractor (Minimal Wear),6
0.5,Souvenir Five-SeveN | Contractor (Well-Worn),6
0.303,Souvenir Five-SeveN | Coolant (Battle-Scarred),9
0.29,Souvenir Five-SeveN | Coolant (Factory New),23
0.052,Souvenir Five-SeveN | Coolant (Field-Tested),41
0.124,Souvenir Five-SeveN | Coolant (Minimal Wear),29
0.13,Souvenir Five-SeveN | Coolant (Well-Worn),6
45.931,Souvenir Five-SeveN | Fall Hazard (Field-Tested),16
80.0,Souvenir Five-SeveN | Fall Hazard (Minimal Wear),7
52.121,Souvenir Five-SeveN | Fall Hazard (Well-Worn),4
0.886,Souvenir Five-SeveN | Forest Night (Battle-Scarred),4
41.706,Souvenir Five-SeveN | Forest Night (Factory New),1
0.68,Souvenir Five-SeveN | Forest Night (Field-Tested),13
3.086,Souvenir Five-SeveN | Forest Night (Minimal Wear),8
2.028,Souvenir Five-SeveN | Forest Night (Well-Worn),6
1.899,Souvenir Five-SeveN | Hot Shot (Battle-Scarred),11
23.866,Souvenir Five-SeveN | Hot Shot (Factory New),8
3.337,Souvenir Five-SeveN | Hot Shot (Field-Tested),12
7.029,Souvenir Five-SeveN | Hot Shot (Minimal Wear),9
3.092,Souvenir Five-SeveN | Hot Shot (Well-Worn),6
2.269,Souvenir Five-SeveN | Orange Peel (Battle-Scarred),9
1.633,Souvenir Five-SeveN | Orange Peel (Field-Tested),3
2.607,Souvenir Five-SeveN | Orange Peel (Minimal Wear),3
2.97,Souvenir Five-SeveN | Orange Peel (Well-Worn),3
174.603,Souvenir Five-SeveN | Silver Quartz (Field-Tested),1
93.827,Souvenir Five-SeveN | Silver Quartz (Minimal Wear),1
0.616,Souvenir Five-SeveN | Withered Vine (Battle-Scarred),5
0.25,Souvenir Five-SeveN | Withered Vine (Factory New),19
0.059,Souvenir Five-SeveN | Withered Vine (Field-Tested),24
0.166,Souvenir Five-SeveN | Withered Vine (Minimal Wear),16
0.178,Souvenir Five-SeveN | Withered Vine (Well-Worn),25
0.195,Souvenir G3SG1 | Ancient Ritual (Battle-Scarred),9
0.742,Souvenir G3SG1 | Ancient Ritual (Factory New),6
0.07,Souvenir G3SG1 | Ancient Ritual (Field-Tested),42
0.11,Souvenir G3SG1 | Ancient Ritual (Minimal Wear),11
0.16,Souvenir G3SG1 | Ancient Ritual (Well-Worn),3
0.323,Souvenir G3SG1 | Desert Storm (Battle-Scarred),7
32.0,Souvenir G3SG1 | Desert Storm (Factory New),2
0.24,Souvenir G3SG1 | Desert Storm (Field-Tested),52
0.43,Souvenir G3SG1 | Desert Storm (Minimal Wear),3
0.465,Souvenir G3SG1 | Desert Storm (Well-Worn),7
9.728,Souvenir G3SG1 | Jungle Dashed (Battle-Scarred),2
6.879,Souvenir G3SG1 | Jungle Dashed (Field-Tested),8
11.449,Souvenir G3SG1 | Jungle Dashed (Minimal Wear),1
9.252,Souvenir G3SG1 | Jungle Dashed (Well-Worn),2
0.835,Souvenir G3SG1 | New Roots (Battle-Scarred),2
0.53,Souvenir G3SG1 | New Roots (Factory New),6
0.09,Souvenir G3SG1 | New Roots (Field-Tested),21
0.271,Souvenir G3SG1 | New Roots (Minimal Wear),4
0.41,Souvenir G3SG1 | New Roots (Well-Worn),7
0.189,Souvenir G3SG1 | Polar Camo (Battle-Scarred),7
0.43,Souvenir G3SG1 | Polar Camo (Field-Tested),8
2.499,Souvenir G3SG1 | Polar Camo (Minimal Wear),4
0.522,Souvenir G3SG1 | Polar Camo (Well-Worn),8
0.349,Souvenir G3SG1 | Safari Mesh (Battle-Scarred),5
7.503,Souvenir G3SG1 | Safari Mesh (Factory New),2
0.11,Souvenir G3SG1 | Safari Mesh (Field-Tested),59
0.3,Souvenir G3SG1 | Safari Mesh (Minimal Wear),9
1.953,Souvenir G3SG1 | Safari Mesh (Well-Worn),9
39.999,Souvenir G3SG1 | VariCamo (Field-Tested),7
51.45,Souvenir G3SG1 | VariCamo (Minimal Wear),2
5.88,Souvenir Galil AR | Amber Fade (Factory New),17
3.621,Souvenir Galil AR | Amber Fade (Field-Tested),13
4.2,Souvenir Galil AR | Amber Fade (Minimal Wear),14
3.962,Souvenir Galil AR | Amber Fade (Well-Worn),5
14.42,Souvenir Galil AR | CAUTION! (Battle-Scarred),3
43.989,Souvenir Galil AR | CAUTION! (Factory New),8
20.749,Souvenir Galil AR | CAUTION! (Field-Tested),1
32.258,Souvenir Galil AR | CAUTION! (Minimal Wear),8
45.75,Souvenir Galil AR | CAUTION! (Well-Worn),3
41.695,Souvenir Galil AR | Cerberus (Battle-Scarred),1
36.389,Souvenir Galil AR | Cerberus (Field-Tested),13
95.38,Souvenir Galil AR | Cerberus (Minimal Wear),10
32.792,Souvenir Galil AR | Cerberus (Well-Worn),4
1.523,Souvenir Galil AR | Cold Fusion (Battle-Scarred),8
5.628,Souvenir Galil AR | Cold Fusion (Factory New),7
0.66,Souvenir Galil AR | Cold Fusion (Field-Tested),14
1.547,Souvenir Galil AR | Cold Fusion (Minimal Wear),12
1.77,Souvenir Galil AR | Cold Fusion (Well-Worn),2
3.545,Souvenir Galil AR | Dusk Ruins (Battle-Scarred),6
11.469,Souvenir Galil AR | Dusk Ruins (Factory New),3
3.722,Souvenir Galil AR | Dusk Ruins (Field-Tested),14
5.795,Souvenir Galil AR | Dusk Ruins (Minimal Wear),8
4.327,Souvenir Galil AR | Dusk Ruins (Well-Worn),9
1.773,Souvenir Galil AR | Hunting Blind (Battle-Scarred),5
2.815,Souvenir Galil AR | Hunting Blind (Factory New),6
0.771,Souvenir Galil AR | Hunting Blind (Field-Tested),26
1.74,Souvenir Galil AR | Hunting Blind (Minimal Wear),12
2.431,Souvenir Galil AR | Hunting Blind (Well-Worn),10
11.556,Souvenir Galil AR | Sage Spray (Field-Tested),1
11.928,Souvenir Galil AR | Sage Spray (Well-Worn),3
3.628,Souvenir Glock-18 | Groundwater (Battle-Scarred),8
156.395,Souvenir Glock-18 | Groundwater (Factory New),1
3.913,Souvenir Glock-18 | Groundwater (Field-Tested),8
12.409,Souvenir Glock-18 | Groundwater (Minimal Wear),17
8.863,Souvenir Glock-18 | Groundwater (Well-Worn),5
1.95,Souvenir Glock-18 | High Beam (Factory New),52
3.908,Souvenir Glock-18 | High Beam (Minimal Wear),9
0.525,Souvenir Glock-18 | Night (Battle-Scarred),16
26.066,Souvenir Glock-18 | Night (Factory New),3
0.351,Souvenir Glock-18 | Night (Field-Tested),25
3.514,Souvenir Glock-18 | Night (Minimal Wear),13
0.376,Souvenir Glock-18 | Night (Well-Worn),14
11.25,Souvenir Glock-18 | Nuclear Garden (Battle-Scarred),12
73.683,Souvenir Glock-18 | Nuclear Garden (Factory New),5
11.236,Souvenir Glock-18 | Nuclear Garden (Field-Tested),42
28.37,Souvenir Glock-18 | Nuclear Garden (Minimal Wear),13
36.597,Souvenir Glock-18 | Nuclear Garden (Well-Worn),1
2.654,Souvenir Glock-18 | Pink DDPAT (Battle-Scarred),9
70.0,Souvenir Glock-18 | Pink DDPAT (Factory New),4
3.499,Souvenir Glock-18 | Pink DDPAT (Field-Tested),14
7.335,Souvenir Glock-18 | Pink DDPAT (Minimal Wear),15
4.867,Sticker | Lotus (Glitter),14
2.666,Souvenir Glock-18 | Pink DDPAT (Well-Worn),7
8.836,Souvenir Glock-18 | Ramese's Reach (Battle-Scarred),13
104.0,Souvenir Glock-18 | Ramese's Reach (Factory New),3
13.513,Souvenir Glock-18 | Ramese's Reach (Field-Tested),2
32.54,Souvenir Glock-18 | Ramese's Reach (Minimal Wear),4
8.759,Souvenir Glock-18 | Ramese's Reach (Well-Worn),13
9.2,Souvenir Glock-18 | Reactor (Battle-Scarred),15
199.3,Souvenir Glock-18 | Reactor (Factory New),1
13.429,Souvenir Glock-18 | Reactor (Field-Tested),15
25.231,Souvenir Glock-18 | Reactor (Minimal Wear),15
9.593,Souvenir Glock-18 | Reactor (Well-Worn),10
0.561,Souvenir Glock-18 | Red Tire (Battle-Scarred),8
1.32,Souvenir Glock-18 | Red Tire (Factory New),10
0.328,Souvenir Glock-18 | Red Tire (Field-Tested),92
0.765,Souvenir Glock-18 | Red Tire (Minimal Wear),21
2.13,Souvenir Glock-18 | Red Tire (Well-Worn),4
0.03,Souvenir M249 | Contrast Spray (Battle-Scarred),8
10.323,Souvenir M249 | Contrast Spray (Factory New),1
0.019,Souvenir M249 | Contrast Spray (Field-Tested),40
0.041,Souvenir M249 | Contrast Spray (Minimal Wear),11
0.03,Souvenir M249 | Contrast Spray (Well-Worn),20
200.34,Souvenir M249 | Gator Mesh (Battle-Scarred),1
339.596,Souvenir M249 | Gator Mesh (Field-Tested),4
0.114,Souvenir M249 | Humidor (Battle-Scarred),28
0.145,Souvenir M249 | Humidor (Factory New),18
0.074,Souvenir M249 | Humidor (Field-Tested),36
0.1,Souvenir M249 | Humidor (Minimal Wear),11
0.126,Souvenir M249 | Humidor (Well-Worn),25
1.69,Souvenir M249 | Midnight Palm (Battle-Scarred),3
0.06,Souvenir M249 | Midnight Palm (Factory New),38
0.511,Souvenir M249 | Midnight Palm (Field-Tested),2
0.05,Souvenir M249 | Midnight Palm (Minimal Wear),17
0.14,Souvenir M249 | Midnight Palm (Well-Worn),4
0.024,Souvenir M249 | Submerged (Battle-Scarred),3
0.12,Souvenir M249 | Submerged (Factory New),14
0.02,Souvenir M249 | Submerged (Field-Tested),13
0.113,Souvenir M249 | Submerged (Minimal Wear),3
0.118,Souvenir M249 | Submerged (Well-Worn),2
239.805,Souvenir M4A1-S | Boreal Forest (Well-Worn),2
46.704,Souvenir M4A1-S | Control Panel (Battle-Scarred),10
67.94,Souvenir M4A1-S | Control Panel (Field-Tested),7
132.216,Souvenir M4A1-S | Control Panel (Minimal Wear),5
46.499,Souvenir M4A1-S | Control Panel (Well-Worn),1
609.5,Souvenir M4A1-S | Imminent Danger (Battle-Scarred),1
